"gs_id","gs_pmid","gs_name","name","gs_description","ensembl_gene","gene_symbol","excel_gene_symbol","entrez_gene","ensembl_in_ref","symbol_in_ref"
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000075711","DLG1","'DLG1",1739,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000152592","DMP1","'DMP1",1758,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000134765","DSC1","'DSC1",1823,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000134762","DSC3","'DSC3",1825,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000146648","EGFR","'EGFR",1956,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000079819","EPB41L2","'EPB41L2",2037,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000196405","EVL","'EVL",51466,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000131558","EXOC4","'EXOC4",60412,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000166147","FBN1","'FBN1",2200,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000128591","FLNC","'FLNC",2318,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000075618","FSCN1","'FSCN1",6624,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000082074","FYB1","'FYB1",2533,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000130005","GAMT","'GAMT",2593,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000127955","GNAI1","'GNAI1",2770,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000114353","GNAI2","'GNAI2",2771,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000141738","GRB7","'GRB7",2886,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000125651","GTF2F1","'GTF2F1",2962,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000138796","HADH","'HADH",3033,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000174775","HRAS","'HRAS",3265,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000276536","HRAS","'HRAS",3265,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000090339","ICAM1","'ICAM1",3383,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000108622","ICAM2","'ICAM2",3384,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000105371","ICAM4","'ICAM4",3386,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000105376","ICAM5","'ICAM5",7087,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000269335","IKBKG","'IKBKG",8517,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000165458","INPPL1","'INPPL1",3636,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000186480","INSIG1","'INSIG1",3638,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000169047","IRS1","'IRS1",3667,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000143127","ITGA10","'ITGA10",8515,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000164171","ITGA2","'ITGA2",3673,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000005884","ITGA3","'ITGA3",3675,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000144668","ITGA9","'ITGA9",3680,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000150093","ITGB1","'ITGB1",3688,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000132470","ITGB4","'ITGB4",3691,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000166086","JAM3","'JAM3",83700,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000173801","JUP","'JUP",3728,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000055118","KCNH2","'KCNH2",3757,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000094796","KRT31","'KRT31",3881,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000262993","KRT31","'KRT31",3881,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000053747","LAMA3","'LAMA3",3909,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000196878","LAMB3","'LAMB3",3914,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000058085","LAMC2","'LAMC2",3918,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000204381","LAYN","'LAYN",143903,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000157978","LDLRAP1","'LDLRAP1",26119,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000050405","LIMA1","'LIMA1",51474,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000099866","MADCAM1","'MADCAM1",8174,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000091436","MAP3K20","'MAP3K20",51776,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000168067","MAP4K2","'MAP4K2",5871,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000185386","MAPK11","'MAPK11",5600,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000156711","MAPK13","'MAPK13",5603,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000112062","MAPK14","'MAPK14",1432,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000110492","MDK","'MDK",4192,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000087245","MMP2","'MMP2",4313,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000100985","MMP9","'MMP9",4318,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000197965","MPZL1","'MPZL1",9019,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000149573","MPZL2","'MPZL2",10205,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000147065","MSN","'MSN",4478,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000167508","MVD","'MVD",4597,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000133026","MYH10","'MYH10",4628,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000100345","MYH9","'MYH9",4627,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000118680","MYL12B","'MYL12B",103910,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000101335","MYL9","'MYL9",10398,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000110400","NECTIN1","'NECTIN1",5818,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000130202","NECTIN2","'NECTIN2",5819,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000177707","NECTIN3","'NECTIN3",25945,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000143217","NECTIN4","'NECTIN4",81607,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000172260","NEGR1","'NEGR1",257194,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000162614","NEXN","'NEXN",91624,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000196712","NF1","'NF1",4763,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000186575","NF2","'NF2",4771,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000163531","NFASC","'NFASC",23114,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000169992","NLGN2","'NLGN2",57555,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000283859","NLGN2","'NLGN2",57555,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000196338","NLGN3","'NLGN3",54413,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000197893","NRAP","'NRAP",4892,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000171119","NRTN","'NRTN",4902,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000110076","NRXN2","'NRXN2",9379,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000072415","PALS1","'PALS1",64398,TRUE,FALSE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000178184","PARD6G","'PARD6G",84552,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000197702","PARVA","'PARVA",55742,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000204304","PBX2","'PBX2",5089,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000206315","PBX2","'PBX2",5089,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000224952","PBX2","'PBX2",5089,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000225987","PBX2","'PBX2",5089,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000232005","PBX2","'PBX2",5089,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000236353","PBX2","'PBX2",5089,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000237344","PBX2","'PBX2",5089,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000156453","PCDH1","'PCDH1",5097,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000172367","PDZD3","'PDZD3",79849,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000261371","PECAM1","'PECAM1",5175,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000108518","PFN1","'PFN1",5216,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000051382","PIK3CB","'PIK3CB",5291,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000117461","PIK3R3","'PIK3R3",8503,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000008710","PKD1","'PKD1",5310,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000124181","PLCG1","'PLCG1",5335,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000074211","PPP2R2C","'PPP2R2C",5522,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000171862","PTEN","'PTEN",5728,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000284792","PTEN","'PTEN",5728,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000169398","PTK2","'PTK2",5747,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000081237","PTPRC","'PTPRC",5788,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000262418","PTPRC","'PTPRC",5788,FALSE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000128340","RAC2","'RAC2",5880,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000145715","RASA1","'RASA1",5921,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000139725","RHOF","'RHOF",54509,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000126458","RRAS","'RRAS",6237,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000148484","RSU1","'RSU1",6251,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000162512","SDC3","'SDC3",9672,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000127990","SGCE","'SGCE",8910,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000160691","SHC1","'SHC1",6464,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000146950","SHROOM2","'SHROOM2",357,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000198053","SIRPA","'SIRPA",140885,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000005020","SKAP2","'SKAP2",8935,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000115194","SLC30A3","'SLC30A3",7781,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000145147","SLIT2","'SLIT2",9353,TRUE,TRUE
"M5915","26771021","HALLMARK_APICAL_JUNCTION","APICAL_JUNCTION","Genes encoding components of apical junction complex.","ENSG00000120896","SORBS3","'SORBS3",10174,TRUE,TRUE
